home,visitor,game_date,Schedule Type,League
Los Angeles Lakers,Minnesota Timberwolves,2020-12-27,Planned,NBA
Sacramento Kings,Phoenix Suns,2020-12-27,Planned,NBA
Chicago Bulls,Golden State Warriors,2020-12-27,Planned,NBA
New York Knicks,Milwaukee Bucks,2020-12-27,Planned,NBA
Indiana Pacers,Boston Celtics,2020-12-27,Planned,NBA
Charlotte Hornets,Brooklyn Nets,2020-12-27,Planned,NBA
Washington Wizards,Orlando Magic,2020-12-27,Planned,NBA
New Orleans Pelicans,San Antonio Spurs,2020-12-27,Planned,NBA
Cleveland Cavaliers,Philadelphia 76ers,2020-12-27,Planned,NBA
Los Angeles Clippers,Dallas Mavericks,2020-12-27,Planned,NBA
Brooklyn Nets,Memphis Grizzlies,2020-12-28,Planned,NBA
Atlanta Hawks,Detroit Pistons,2020-12-28,Planned,NBA
Oklahoma City Thunder,Utah Jazz,2020-12-28,Planned,NBA
Denver Nuggets,Houston Rockets,2020-12-28,Planned,NBA
Los Angeles Lakers,Portland Trail Blazers,2020-12-28,Planned,NBA
Los Angeles Clippers,Minnesota Timberwolves,2020-12-29,Planned,NBA
Sacramento Kings,Denver Nuggets,2020-12-29,Planned,NBA
Oklahoma City Thunder,Orlando Magic,2020-12-29,Planned,NBA
Miami Heat,Milwaukee Bucks,2020-12-29,Planned,NBA
Phoenix Suns,New Orleans Pelicans,2020-12-29,Planned,NBA
Washington Wizards,Chicago Bulls,2020-12-29,Planned,NBA
Indiana Pacers,Boston Celtics,2020-12-29,Planned,NBA
Detroit Pistons,Golden State Warriors,2020-12-29,Planned,NBA
Cleveland Cavaliers,New York Knicks,2020-12-29,Planned,NBA
Philadelphia 76ers,Toronto Raptors,2020-12-29,Planned,NBA
San Antonio Spurs,Los Angeles Lakers,2020-12-30,Planned,NBA
Dallas Mavericks,Charlotte Hornets,2020-12-30,Planned,NBA
Los Angeles Clippers,Portland Trail Blazers,2020-12-30,Planned,NBA
Brooklyn Nets,Atlanta Hawks,2020-12-30,Planned,NBA
Miami Heat,Milwaukee Bucks,2020-12-30,Planned,NBA
Boston Celtics,Memphis Grizzlies,2020-12-30,Planned,NBA
Indiana Pacers,Cleveland Cavaliers,2020-12-31,Planned,NBA
Washington Wizards,Chicago Bulls,2020-12-31,Planned,NBA
Orlando Magic,Philadelphia 76ers,2020-12-31,Planned,NBA
Houston Rockets,Sacramento Kings,2020-12-31,Planned,NBA
Toronto Raptors,New York Knicks,2020-12-31,Planned,NBA
Oklahoma City Thunder,New Orleans Pelicans,2020-12-31,Planned,NBA
Utah Jazz,Phoenix Suns,2020-12-31,Planned,NBA
Denver Nuggets,Phoenix Suns,2021-01-01,Planned,NBA
San Antonio Spurs,Los Angeles Lakers,2021-01-01,Planned,NBA
Golden State Warriors,Portland Trail Blazers,2021-01-01,Planned,NBA
Minnesota Timberwolves,Washington Wizards,2021-01-01,Planned,NBA
Utah Jazz,Los Angeles Clippers,2021-01-01,Planned,NBA
Brooklyn Nets,Atlanta Hawks,2021-01-01,Planned,NBA
Dallas Mavericks,Miami Heat,2021-01-01,Planned,NBA
Milwaukee Bucks,Chicago Bulls,2021-01-01,Planned,NBA
Detroit Pistons,Boston Celtics,2021-01-01,Planned,NBA
Charlotte Hornets,Memphis Grizzlies,2021-01-01,Planned,NBA
Houston Rockets,Sacramento Kings,2021-01-02,Planned,NBA
Indiana Pacers,New York Knicks,2021-01-02,Planned,NBA
Orlando Magic,Oklahoma City Thunder,2021-01-02,Planned,NBA
Philadelphia 76ers,Charlotte Hornets,2021-01-02,Planned,NBA
Atlanta Hawks,Cleveland Cavaliers,2021-01-02,Planned,NBA
New Orleans Pelicans,Toronto Raptors,2021-01-02,Planned,NBA
Golden State Warriors,Portland Trail Blazers,2021-01-03,Planned,NBA
Phoenix Suns,Los Angeles Clippers,2021-01-03,Planned,NBA
Chicago Bulls,Dallas Mavericks,2021-01-03,Planned,NBA
Memphis Grizzlies,Los Angeles Lakers,2021-01-03,Planned,NBA
Minnesota Timberwolves,Denver Nuggets,2021-01-03,Planned,NBA
Brooklyn Nets,Washington Wizards,2021-01-03,Planned,NBA
Detroit Pistons,Boston Celtics,2021-01-03,Planned,NBA
San Antonio Spurs,Utah Jazz,2021-01-03,Planned,NBA
Milwaukee Bucks,Detroit Pistons,2021-01-04,Planned,NBA
Golden State Warriors,Sacramento Kings,2021-01-04,Planned,NBA
New Orleans Pelicans,Indiana Pacers,2021-01-04,Planned,NBA
Houston Rockets,Dallas Mavericks,2021-01-04,Planned,NBA
Philadelphia 76ers,Charlotte Hornets,2021-01-04,Planned,NBA
Miami Heat,Oklahoma City Thunder,2021-01-04,Planned,NBA
Atlanta Hawks,New York Knicks,2021-01-04,Planned,NBA
Toronto Raptors,Boston Celtics,2021-01-04,Planned,NBA
Orlando Magic,Cleveland Cavaliers,2021-01-04,Planned,NBA
Brooklyn Nets,Utah Jazz,2021-01-05,Planned,NBA
Memphis Grizzlies,Los Angeles Lakers,2021-01-05,Planned,NBA
Denver Nuggets,Minnesota Timberwolves,2021-01-05,Planned,NBA
Los Angeles Clippers,San Antonio Spurs,2021-01-05,Planned,NBA
Portland Trail Blazers,Chicago Bulls,2021-01-05,Planned,NBA
New Orleans Pelicans,Oklahoma City Thunder,2021-01-06,Planned,NBA
Sacramento Kings,Chicago Bulls,2021-01-06,Planned,NBA
Golden State Warriors,Los Angeles Clippers,2021-01-06,Planned,NBA
Phoenix Suns,Toronto Raptors,2021-01-06,Planned,NBA
Milwaukee Bucks,Detroit Pistons,2021-01-06,Planned,NBA
Miami Heat,Boston Celtics,2021-01-06,Planned,NBA
Atlanta Hawks,Charlotte Hornets,2021-01-06,Planned,NBA
Philadelphia 76ers,Washington Wizards,2021-01-06,Planned,NBA
Orlando Magic,Cleveland Cavaliers,2021-01-06,Planned,NBA
Indiana Pacers,Houston Rockets,2021-01-06,Planned,NBA
New York Knicks,Utah Jazz,2021-01-06,Planned,NBA
Brooklyn Nets,Philadelphia 76ers,2021-01-07,Planned,NBA
Memphis Grizzlies,Cleveland Cavaliers,2021-01-07,Planned,NBA
Denver Nuggets,Dallas Mavericks,2021-01-07,Planned,NBA
Los Angeles Lakers,San Antonio Spurs,2021-01-07,Planned,NBA
Portland Trail Blazers,Minnesota Timberwolves,2021-01-07,Planned,NBA
Los Angeles Lakers,Chicago Bulls,2021-01-08,Planned,NBA
Golden State Warriors,Los Angeles Clippers,2021-01-08,Planned,NBA
Milwaukee Bucks,Utah Jazz,2021-01-08,Planned,NBA
Memphis Grizzlies,Brooklyn Nets,2021-01-08,Planned,NBA
Sacramento Kings,Toronto Raptors,2021-01-08,Planned,NBA
New York Knicks,Oklahoma City Thunder,2021-01-08,Planned,NBA
New Orleans Pelicans,Charlotte Hornets,2021-01-08,Planned,NBA
Boston Celtics,Washington Wizards,2021-01-08,Planned,NBA
Detroit Pistons,Phoenix Suns,2021-01-08,Planned,NBA
Houston Rockets,Orlando Magic,2021-01-08,Planned,NBA
Dallas Mavericks,Orlando Magic,2021-01-09,Planned,NBA
Minnesota Timberwolves,San Antonio Spurs,2021-01-09,Planned,NBA
Milwaukee Bucks,Cleveland Cavaliers,2021-01-09,Planned,NBA
Sacramento Kings,Portland Trail Blazers,2021-01-09,Planned,NBA
Indiana Pacers,Phoenix Suns,2021-01-09,Planned,NBA
Charlotte Hornets,Atlanta Hawks,2021-01-09,Planned,NBA
Philadelphia 76ers,Denver Nuggets,2021-01-09,Planned,NBA
Washington Wizards,Miami Heat,2021-01-09,Planned,NBA
Detroit Pistons,Utah Jazz,2021-01-10,Planned,NBA
Los Angeles Clippers,Chicago Bulls,2021-01-10,Planned,NBA
Brooklyn Nets,Oklahoma City Thunder,2021-01-10,Planned,NBA
New York Knicks,Denver Nuggets,2021-01-10,Planned,NBA
Houston Rockets,Los Angeles Lakers,2021-01-10,Planned,NBA
Minnesota Timberwolves,San Antonio Spurs,2021-01-10,Planned,NBA
Golden State Warriors,Toronto Raptors,2021-01-10,Planned,NBA
Boston Celtics,Miami Heat,2021-01-10,Planned,NBA
Dallas Mavericks,New Orleans Pelicans,2021-01-11,Planned,NBA
Sacramento Kings,Indiana Pacers,2021-01-11,Planned,NBA
Portland Trail Blazers,Toronto Raptors,2021-01-11,Planned,NBA
Orlando Magic,Milwaukee Bucks,2021-01-11,Planned,NBA
Washington Wizards,Phoenix Suns,2021-01-11,Planned,NBA
Cleveland Cavaliers,Memphis Grizzlies,2021-01-11,Planned,NBA
Charlotte Hornets,New York Knicks,2021-01-11,Planned,NBA
Atlanta Hawks,Philadelphia 76ers,2021-01-11,Planned,NBA
Houston Rockets,Los Angeles Lakers,2021-01-12,Planned,NBA
Chicago Bulls,Boston Celtics,2021-01-12,Planned,NBA
Cleveland Cavaliers,Utah Jazz,2021-01-12,Planned,NBA
Philadelphia 76ers,Miami Heat,2021-01-12,Planned,NBA
Brooklyn Nets,Denver Nuggets,2021-01-12,Planned,NBA
Golden State Warriors,Indiana Pacers,2021-01-12,Planned,NBA
Oklahoma City Thunder,San Antonio Spurs,2021-01-12,Planned,NBA
New York Knicks,Brooklyn Nets,2021-01-13,Planned,NBA
Boston Celtics,Orlando Magic,2021-01-13,Planned,NBA
Washington Wizards,Utah Jazz,2021-01-13,Planned,NBA
Detroit Pistons,Milwaukee Bucks,2021-01-13,Planned,NBA
Charlotte Hornets,Dallas Mavericks,2021-01-13,Planned,NBA
Phoenix Suns,Atlanta Hawks,2021-01-13,Planned,NBA
Sacramento Kings,Portland Trail Blazers,2021-01-13,Planned,NBA
Los Angeles Clippers,New Orleans Pelicans,2021-01-13,Planned,NBA
Oklahoma City Thunder,Los Angeles Lakers,2021-01-13,Planned,NBA
Minnesota Timberwolves,Memphis Grizzlies,2021-01-13,Planned,NBA
Denver Nuggets,Golden State Warriors,2021-01-14,Planned,NBA
San Antonio Spurs,Houston Rockets,2021-01-14,Planned,NBA
Philadelphia 76ers,Miami Heat,2021-01-14,Planned,NBA
Toronto Raptors,Charlotte Hornets,2021-01-14,Planned,NBA
Portland Trail Blazers,Indiana Pacers,2021-01-14,Planned,NBA
Detroit Pistons,Washington Wizards,2021-01-15,Planned,NBA
Minnesota Timberwolves,Memphis Grizzlies,2021-01-15,Planned,NBA
Phoenix Suns,Golden State Warriors,2021-01-15,Planned,NBA
Oklahoma City Thunder,Chicago Bulls,2021-01-15,Planned,NBA
Sacramento Kings,Los Angeles Clippers,2021-01-15,Planned,NBA
Los Angeles Lakers,New Orleans Pelicans,2021-01-15,Planned,NBA
Utah Jazz,Atlanta Hawks,2021-01-15,Planned,NBA
Milwaukee Bucks,Dallas Mavericks,2021-01-15,Planned,NBA
Boston Celtics,Orlando Magic,2021-01-15,Planned,NBA
Cleveland Cavaliers,New York Knicks,2021-01-15,Planned,NBA
Phoenix Suns,Indiana Pacers,2021-01-16,Planned,NBA
Portland Trail Blazers,Atlanta Hawks,2021-01-16,Planned,NBA
San Antonio Spurs,Houston Rockets,2021-01-16,Planned,NBA
Brooklyn Nets,Orlando Magic,2021-01-16,Planned,NBA
Toronto Raptors,Charlotte Hornets,2021-01-16,Planned,NBA
Memphis Grizzlies,Philadelphia 76ers,2021-01-16,Planned,NBA
Miami Heat,Detroit Pistons,2021-01-16,Planned,NBA
Sacramento Kings,New Orleans Pelicans,2021-01-17,Planned,NBA
Oklahoma City Thunder,Philadelphia 76ers,2021-01-17,Planned,NBA
Washington Wizards,Cleveland Cavaliers,2021-01-17,Planned,NBA
Boston Celtics,New York Knicks,2021-01-17,Planned,NBA
Denver Nuggets,Utah Jazz,2021-01-17,Planned,NBA
Los Angeles Clippers,Indiana Pacers,2021-01-17,Planned,NBA
Dallas Mavericks,Chicago Bulls,2021-01-17,Planned,NBA
New York Knicks,Orlando Magic,2021-01-18,Planned,NBA
Los Angeles Lakers,Golden State Warriors,2021-01-18,Planned,NBA
Miami Heat,Detroit Pistons,2021-01-18,Planned,NBA
Chicago Bulls,Houston Rockets,2021-01-18,Planned,NBA
Toronto Raptors,Dallas Mavericks,2021-01-18,Planned,NBA
Brooklyn Nets,Milwaukee Bucks,2021-01-18,Planned,NBA
Memphis Grizzlies,Phoenix Suns,2021-01-18,Planned,NBA
Portland Trail Blazers,San Antonio Spurs,2021-01-18,Planned,NBA
Washington Wizards,Cleveland Cavaliers,2021-01-18,Planned,NBA
Atlanta Hawks,Minnesota Timberwolves,2021-01-18,Planned,NBA
Utah Jazz,New Orleans Pelicans,2021-01-19,Planned,NBA
Denver Nuggets,Oklahoma City Thunder,2021-01-19,Planned,NBA
Portland Trail Blazers,Memphis Grizzlies,2021-01-20,Planned,NBA
Charlotte Hornets,Washington Wizards,2021-01-20,Planned,NBA
Toronto Raptors,Miami Heat,2021-01-20,Planned,NBA
Los Angeles Clippers,Sacramento Kings,2021-01-20,Planned,NBA
Golden State Warriors,San Antonio Spurs,2021-01-20,Planned,NBA
Cleveland Cavaliers,Brooklyn Nets,2021-01-20,Planned,NBA
Houston Rockets,Phoenix Suns,2021-01-20,Planned,NBA
Indiana Pacers,Dallas Mavericks,2021-01-20,Planned,NBA
Philadelphia 76ers,Boston Celtics,2021-01-20,Planned,NBA
Atlanta Hawks,Detroit Pistons,2021-01-20,Planned,NBA
Minnesota Timberwolves,Orlando Magic,2021-01-20,Planned,NBA
Utah Jazz,New Orleans Pelicans,2021-01-21,Planned,NBA
Golden State Warriors,New York Knicks,2021-01-21,Planned,NBA
Milwaukee Bucks,Los Angeles Lakers,2021-01-21,Planned,NBA
Charlotte Hornets,Chicago Bulls,2021-01-22,Planned,NBA
Portland Trail Blazers,Memphis Grizzlies,2021-01-22,Planned,NBA
Philadelphia 76ers,Boston Celtics,2021-01-22,Planned,NBA
Detroit Pistons,Houston Rockets,2021-01-22,Planned,NBA
Indiana Pacers,Orlando Magic,2021-01-22,Planned,NBA
Sacramento Kings,New York Knicks,2021-01-22,Planned,NBA
Phoenix Suns,Denver Nuggets,2021-01-22,Planned,NBA
Los Angeles Clippers,Oklahoma City Thunder,2021-01-22,Planned,NBA
San Antonio Spurs,Dallas Mavericks,2021-01-22,Planned,NBA
Minnesota Timberwolves,Atlanta Hawks,2021-01-22,Planned,NBA
Toronto Raptors,Miami Heat,2021-01-22,Planned,NBA
Milwaukee Bucks,Washington Wizards,2021-01-22,Planned,NBA
Cleveland Cavaliers,Brooklyn Nets,2021-01-22,Planned,NBA
Detroit Pistons,Philadelphia 76ers,2021-01-23,Planned,NBA
Brooklyn Nets,Miami Heat,2021-01-23,Planned,NBA
Utah Jazz,Golden State Warriors,2021-01-23,Planned,NBA
Phoenix Suns,Denver Nuggets,2021-01-23,Planned,NBA
Dallas Mavericks,Houston Rockets,2021-01-23,Planned,NBA
Chicago Bulls,Los Angeles Lakers,2021-01-23,Planned,NBA
Minnesota Timberwolves,New Orleans Pelicans,2021-01-23,Planned,NBA
Memphis Grizzlies,Sacramento Kings,2021-01-24,Planned,NBA
Indiana Pacers,Toronto Raptors,2021-01-24,Planned,NBA
Los Angeles Clippers,Oklahoma City Thunder,2021-01-24,Planned,NBA
Orlando Magic,Charlotte Hornets,2021-01-24,Planned,NBA
Milwaukee Bucks,Atlanta Hawks,2021-01-24,Planned,NBA
San Antonio Spurs,Washington Wizards,2021-01-24,Planned,NBA
Portland Trail Blazers,New York Knicks,2021-01-24,Planned,NBA
Boston Celtics,Cleveland Cavaliers,2021-01-24,Planned,NBA
Detroit Pistons,Philadelphia 76ers,2021-01-25,Planned,NBA
New Orleans Pelicans,San Antonio Spurs,2021-01-25,Planned,NBA
Indiana Pacers,Toronto Raptors,2021-01-25,Planned,NBA
Dallas Mavericks,Denver Nuggets,2021-01-25,Planned,NBA
Brooklyn Nets,Miami Heat,2021-01-25,Planned,NBA
Memphis Grizzlies,Sacramento Kings,2021-01-25,Planned,NBA
Portland Trail Blazers,Oklahoma City Thunder,2021-01-25,Planned,NBA
Golden State Warriors,Minnesota Timberwolves,2021-01-25,Planned,NBA
Chicago Bulls,Boston Celtics,2021-01-25,Planned,NBA
Cleveland Cavaliers,Los Angeles Lakers,2021-01-25,Planned,NBA
Orlando Magic,Charlotte Hornets,2021-01-25,Planned,NBA
Utah Jazz,New York Knicks,2021-01-26,Planned,NBA
Houston Rockets,Washington Wizards,2021-01-26,Planned,NBA
Atlanta Hawks,Los Angeles Clippers,2021-01-26,Planned,NBA
Memphis Grizzlies,Chicago Bulls,2021-01-27,Planned,NBA
San Antonio Spurs,Boston Celtics,2021-01-27,Planned,NBA
Golden State Warriors,Minnesota Timberwolves,2021-01-27,Planned,NBA
Charlotte Hornets,Indiana Pacers,2021-01-27,Planned,NBA
Cleveland Cavaliers,Detroit Pistons,2021-01-27,Planned,NBA
Orlando Magic,Sacramento Kings,2021-01-27,Planned,NBA
Atlanta Hawks,Brooklyn Nets,2021-01-27,Planned,NBA
Miami Heat,Denver Nuggets,2021-01-27,Planned,NBA
Philadelphia 76ers,Los Angeles Lakers,2021-01-27,Planned,NBA
Toronto Raptors,Milwaukee Bucks,2021-01-27,Planned,NBA
New Orleans Pelicans,Washington Wizards,2021-01-27,Planned,NBA
Utah Jazz,Dallas Mavericks,2021-01-27,Planned,NBA
Phoenix Suns,Oklahoma City Thunder,2021-01-27,Planned,NBA
Phoenix Suns,Golden State Warriors,2021-01-28,Planned,NBA
Miami Heat,Los Angeles Clippers,2021-01-28,Planned,NBA
Detroit Pistons,Los Angeles Lakers,2021-01-28,Planned,NBA
Houston Rockets,Portland Trail Blazers,2021-01-28,Planned,NBA
Orlando Magic,Los Angeles Clippers,2021-01-29,Planned,NBA
Charlotte Hornets,Indiana Pacers,2021-01-29,Planned,NBA
Washington Wizards,Atlanta Hawks,2021-01-29,Planned,NBA
New Orleans Pelicans,Milwaukee Bucks,2021-01-29,Planned,NBA
New York Knicks,Cleveland Cavaliers,2021-01-29,Planned,NBA
Minnesota Timberwolves,Philadelphia 76ers,2021-01-29,Planned,NBA
Utah Jazz,Dallas Mavericks,2021-01-29,Planned,NBA
San Antonio Spurs,Denver Nuggets,2021-01-29,Planned,NBA
Oklahoma City Thunder,Brooklyn Nets,2021-01-29,Planned,NBA
Toronto Raptors,Sacramento Kings,2021-01-29,Planned,NBA
Golden State Warriors,Detroit Pistons,2021-01-30,Planned,NBA
Chicago Bulls,Portland Trail Blazers,2021-01-30,Planned,NBA
Charlotte Hornets,Milwaukee Bucks,2021-01-30,Planned,NBA
Miami Heat,Sacramento Kings,2021-01-30,Planned,NBA
New Orleans Pelicans,Houston Rockets,2021-01-30,Planned,NBA
Boston Celtics,Los Angeles Lakers,2021-01-30,Planned,NBA
San Antonio Spurs,Memphis Grizzlies,2021-01-30,Planned,NBA
Dallas Mavericks,Phoenix Suns,2021-01-30,Planned,NBA
Denver Nuggets,Utah Jazz,2021-01-31,Planned,NBA
Minnesota Timberwolves,Cleveland Cavaliers,2021-01-31,Planned,NBA
Washington Wizards,Brooklyn Nets,2021-01-31,Planned,NBA
Toronto Raptors,Orlando Magic,2021-01-31,Planned,NBA
Indiana Pacers,Philadelphia 76ers,2021-01-31,Planned,NBA
New York Knicks,Los Angeles Clippers,2021-01-31,Planned,NBA
Denver Nuggets,Detroit Pistons,2021-02-01,Planned,NBA
San Antonio Spurs,Memphis Grizzlies,2021-02-01,Planned,NBA
Atlanta Hawks,Los Angeles Lakers,2021-02-01,Planned,NBA
Miami Heat,Charlotte Hornets,2021-02-01,Planned,NBA
Chicago Bulls,New York Knicks,2021-02-01,Planned,NBA
Cleveland Cavaliers,Minnesota Timberwolves,2021-02-01,Planned,NBA
Milwaukee Bucks,Portland Trail Blazers,2021-02-01,Planned,NBA
New Orleans Pelicans,Sacramento Kings,2021-02-01,Planned,NBA
Oklahoma City Thunder,Houston Rockets,2021-02-01,Planned,NBA
Dallas Mavericks,Phoenix Suns,2021-02-01,Planned,NBA
Orlando Magic,Toronto Raptors,2021-02-02,Planned,NBA
Indiana Pacers,Memphis Grizzlies,2021-02-02,Planned,NBA
Washington Wizards,Portland Trail Blazers,2021-02-02,Planned,NBA
Golden State Warriors,Boston Celtics,2021-02-02,Planned,NBA
Utah Jazz,Detroit Pistons,2021-02-02,Planned,NBA
Brooklyn Nets,Los Angeles Clippers,2021-02-02,Planned,NBA
Cleveland Cavaliers,Los Angeles Clippers,2021-02-03,Planned,NBA
Sacramento Kings,Boston Celtics,2021-02-03,Planned,NBA
New Orleans Pelicans,Phoenix Suns,2021-02-03,Planned,NBA
San Antonio Spurs,Minnesota Timberwolves,2021-02-03,Planned,NBA
Oklahoma City Thunder,Houston Rockets,2021-02-03,Planned,NBA
Miami Heat,Washington Wizards,2021-02-03,Planned,NBA
Chicago Bulls,New York Knicks,2021-02-03,Planned,NBA
Atlanta Hawks,Dallas Mavericks,2021-02-03,Planned,NBA
Milwaukee Bucks,Indiana Pacers,2021-02-03,Planned,NBA
Charlotte Hornets,Philadelphia 76ers,2021-02-03,Planned,NBA
Los Angeles Lakers,Denver Nuggets,2021-02-04,Planned,NBA
Atlanta Hawks,Utah Jazz,2021-02-04,Planned,NBA
Dallas Mavericks,Golden State Warriors,2021-02-04,Planned,NBA
Philadelphia 76ers,Portland Trail Blazers,2021-02-04,Planned,NBA
Memphis Grizzlies,Houston Rockets,2021-02-04,Planned,NBA
Indiana Pacers,New Orleans Pelicans,2021-02-05,Planned,NBA
Brooklyn Nets,Toronto Raptors,2021-02-05,Planned,NBA
Cleveland Cavaliers,Milwaukee Bucks,2021-02-05,Planned,NBA
Orlando Magic,Chicago Bulls,2021-02-05,Planned,NBA
Charlotte Hornets,Utah Jazz,2021-02-05,Planned,NBA
Miami Heat,Washington Wizards,2021-02-05,Planned,NBA
Oklahoma City Thunder,Minnesota Timberwolves,2021-02-05,Planned,NBA
Phoenix Suns,Detroit Pistons,2021-02-05,Planned,NBA
Los Angeles Clippers,Boston Celtics,2021-02-05,Planned,NBA
Los Angeles Lakers,Detroit Pistons,2021-02-06,Planned,NBA
Philadelphia 76ers,Brooklyn Nets,2021-02-06,Planned,NBA
Oklahoma City Thunder,Minnesota Timberwolves,2021-02-06,Planned,NBA
Houston Rockets,San Antonio Spurs,2021-02-06,Planned,NBA
Cleveland Cavaliers,Milwaukee Bucks,2021-02-06,Planned,NBA
Atlanta Hawks,Toronto Raptors,2021-02-06,Planned,NBA
Orlando Magic,Chicago Bulls,2021-02-06,Planned,NBA
Sacramento Kings,Denver Nuggets,2021-02-06,Planned,NBA
New York Knicks,Portland Trail Blazers,2021-02-06,Planned,NBA
New Orleans Pelicans,Memphis Grizzlies,2021-02-06,Planned,NBA
Dallas Mavericks,Golden State Warriors,2021-02-06,Planned,NBA
Phoenix Suns,Boston Celtics,2021-02-07,Planned,NBA
New York Knicks,Miami Heat,2021-02-07,Planned,NBA
Indiana Pacers,Utah Jazz,2021-02-07,Planned,NBA
Los Angeles Clippers,Sacramento Kings,2021-02-07,Planned,NBA
Chicago Bulls,Washington Wizards,2021-02-08,Planned,NBA
Denver Nuggets,Milwaukee Bucks,2021-02-08,Planned,NBA
Phoenix Suns,Cleveland Cavaliers,2021-02-08,Planned,NBA
San Antonio Spurs,Golden State Warriors,2021-02-08,Planned,NBA
Dallas Mavericks,Minnesota Timberwolves,2021-02-08,Planned,NBA
Memphis Grizzlies,Toronto Raptors,2021-02-08,Planned,NBA
Charlotte Hornets,Houston Rockets,2021-02-08,Planned,NBA
Los Angeles Lakers,Oklahoma City Thunder,2021-02-08,Planned,NBA
Utah Jazz,Boston Celtics,2021-02-09,Planned,NBA
Sacramento Kings,Philadelphia 76ers,2021-02-09,Planned,NBA
Portland Trail Blazers,Orlando Magic,2021-02-09,Planned,NBA
San Antonio Spurs,Golden State Warriors,2021-02-09,Planned,NBA
New Orleans Pelicans,Houston Rockets,2021-02-09,Planned,NBA
Miami Heat,New York Knicks,2021-02-09,Planned,NBA
Detroit Pistons,Brooklyn Nets,2021-02-09,Planned,NBA
Memphis Grizzlies,Charlotte Hornets,2021-02-10,Planned,NBA
Washington Wizards,Toronto Raptors,2021-02-10,Planned,NBA
Dallas Mavericks,Atlanta Hawks,2021-02-10,Planned,NBA
Brooklyn Nets,Indiana Pacers,2021-02-10,Planned,NBA
Minnesota Timberwolves,Los Angeles Clippers,2021-02-10,Planned,NBA
Chicago Bulls,New Orleans Pelicans,2021-02-10,Planned,NBA
Denver Nuggets,Cleveland Cavaliers,2021-02-10,Planned,NBA
Los Angeles Lakers,Oklahoma City Thunder,2021-02-10,Planned,NBA
Phoenix Suns,Milwaukee Bucks,2021-02-10,Planned,NBA
Houston Rockets,Miami Heat,2021-02-11,Planned,NBA
Boston Celtics,Toronto Raptors,2021-02-11,Planned,NBA
Detroit Pistons,Indiana Pacers,2021-02-11,Planned,NBA
Golden State Warriors,Orlando Magic,2021-02-11,Planned,NBA
Portland Trail Blazers,Philadelphia 76ers,2021-02-11,Planned,NBA
Denver Nuggets,Oklahoma City Thunder,2021-02-12,Planned,NBA
Chicago Bulls,Los Angeles Clippers,2021-02-12,Planned,NBA
Boston Celtics,Detroit Pistons,2021-02-12,Planned,NBA
Portland Trail Blazers,Cleveland Cavaliers,2021-02-12,Planned,NBA
Atlanta Hawks,San Antonio Spurs,2021-02-12,Planned,NBA
Charlotte Hornets,Minnesota Timberwolves,2021-02-12,Planned,NBA
Utah Jazz,Milwaukee Bucks,2021-02-12,Planned,NBA
Dallas Mavericks,New Orleans Pelicans,2021-02-12,Planned,NBA
Los Angeles Lakers,Memphis Grizzlies,2021-02-12,Planned,NBA
Washington Wizards,New York Knicks,2021-02-12,Planned,NBA
Sacramento Kings,Orlando Magic,2021-02-12,Planned,NBA
Phoenix Suns,Philadelphia 76ers,2021-02-13,Planned,NBA
Atlanta Hawks,Indiana Pacers,2021-02-13,Planned,NBA
New York Knicks,Houston Rockets,2021-02-13,Planned,NBA
Golden State Warriors,Brooklyn Nets,2021-02-13,Planned,NBA
Utah Jazz,Miami Heat,2021-02-13,Planned,NBA
Toronto Raptors,Minnesota Timberwolves,2021-02-14,Planned,NBA
Sacramento Kings,Memphis Grizzlies,2021-02-14,Planned,NBA
Los Angeles Clippers,Cleveland Cavaliers,2021-02-14,Planned,NBA
Denver Nuggets,Los Angeles Lakers,2021-02-14,Planned,NBA
Phoenix Suns,Orlando Magic,2021-02-14,Planned,NBA
Oklahoma City Thunder,Milwaukee Bucks,2021-02-14,Planned,NBA
Dallas Mavericks,Portland Trail Blazers,2021-02-14,Planned,NBA
Detroit Pistons,New Orleans Pelicans,2021-02-14,Planned,NBA
Charlotte Hornets,San Antonio Spurs,2021-02-14,Planned,NBA
Washington Wizards,Boston Celtics,2021-02-14,Planned,NBA
Sacramento Kings,Brooklyn Nets,2021-02-15,Planned,NBA
Indiana Pacers,Chicago Bulls,2021-02-15,Planned,NBA
Washington Wizards,Houston Rockets,2021-02-15,Planned,NBA
New York Knicks,Atlanta Hawks,2021-02-15,Planned,NBA
Utah Jazz,Philadelphia 76ers,2021-02-15,Planned,NBA
Golden State Warriors,Cleveland Cavaliers,2021-02-15,Planned,NBA
Los Angeles Clippers,Miami Heat,2021-02-15,Planned,NBA
Detroit Pistons,San Antonio Spurs,2021-02-16,Planned,NBA
Boston Celtics,Denver Nuggets,2021-02-16,Planned,NBA
Memphis Grizzlies,New Orleans Pelicans,2021-02-16,Planned,NBA
Milwaukee Bucks,Toronto Raptors,2021-02-16,Planned,NBA
Minnesota Timberwolves,Los Angeles Lakers,2021-02-16,Planned,NBA
Oklahoma City Thunder,Portland Trail Blazers,2021-02-16,Planned,NBA
Phoenix Suns,Brooklyn Nets,2021-02-16,Planned,NBA
Chicago Bulls,Detroit Pistons,2021-02-17,Planned,NBA
Golden State Warriors,Miami Heat,2021-02-17,Planned,NBA
